LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,05;362;1;0,070004931607256;27,5421803095561%;0,225003069470291;0,0102274122486496;

;;;Time;MAE;MAPE;SSE;MSE
;;;1;0,0722654268333672;27,3639249932334%;0,22601840340285;0,0102735637910386;

Time;MAE;MAPE;SSE;MSE
36;0,0803886171632499;31,4184224893515%;0,272426128812203;0,0123830058551001;

