LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,05;421;1;0,0710252879545134;30,5263046174859%;0,221474605102421;0,0100670275046555;

;;;Time;MAE;MAPE;SSE;MSE
;;;1;0,0717528266531464;27,5072760074155%;0,212499160493588;0,00965905274970854;

Time;MAE;MAPE;SSE;MSE
24;0,0784000446402759;29,90147718111%;0,258824871247498;0,0117647668748863;

