LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
;;;1;0,0495658578858184;6,68427267662102%;0,166150885415549;0,00449056447069052;
;;;1;0,0449293940899522;6,16833254326136%;0,172502224660766;0,00466222228812881;
;;;1;0,0499975803350204;6,71064175537394%;0,160953679952549;0,00435009945817701;

LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,1;581;1;0,0585914973316262;24,0305082402968%;0,211505047952679;0,0100716689501276;
0,2;0,2;246;1;0,0623535665922416;27,5420842181151%;0,196632780996635;0,00936346576174454;
0,01;0,3;869;2;0,0829326721353789;32,3284678612632%;0,3414167923158;0,0162579424912286;
0,3;0,25;130;1;0,0683972899948345;29,982206144746%;0,208987643118527;0,00995179252945367;
0,05;0,15;914;2;0,0565835435252492;20,8939327812725%;0,22801981904676;0,0108580866212743;

;;;Time;MAE;MAPE;SSE;MSE
;;;1;0,0602489116924244;18,6440856600419%;0,26454123967982;0,0125972018895152;
;;;1;0,0645369242101427;16,5346060540556%;0,286010546319386;0,0136195498247326;
;;;1;0,0674411509089593;20,6621211974169%;0,318647058065705;0,0151736694317002;
;;;1;0,0645138215291577;21,6261614304615%;0,291622137980564;0,0138867684752649;
;;;1;0,0674835628299028;20,250376908415%;0,298461062662381;0,0142124315553515;

LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,1;525;1;0,0634898333898973;36,7492526575103%;0,153545499281975;0,00731169044199879;
0,2;0,2;236;1;0,0701216543542679;41,916225462268%;0,172932279010088;0,00823487042905181;
0,01;0,3;800;2;0,0813124381983395;47,4619002472961%;0,254659804424251;0,0121266573535358;
0,3;0,25;285;1;0,0671312254910414;38,5291408255294%;0,174202320293795;0,00829534858541883;
0,05;0,15;209;1;0,0813490080563581;48,5587077976906%;0,246804885971613;0,0117526136176959;

;;;Time;MAE;MAPE;SSE;MSE
;;;1;0,0525494087645329;19,6601775022482%;0,176207464286699;0,00839083163269994;
;;;1;0,0501651663077957;22,8369878228962%;0,136834768125642;0,00651594133931628;
;;;1;0,059863160568379;25,7798236212456%;0,213088638458805;0,0101470780218479;
;;;1;0,0503427523963588;22,6959727721225%;0,146503067261198;0,00697633653624751;
;;;1;0,060937385193879;23,4647723460499%;0,227606623456295;0,0108384106407759;

LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,1;209;1;0,051602329059138;30,3158427144413%;0,135751469220723;0,00565631121753014;
0,2;0,2;101;1;0,0512075348176121;30,9491526038051%;0,132516494554558;0,00552152060643993;
0,01;0,3;1325;3;0,0508619267389411;28,0767049047829%;0,14457227312573;0,0060238447135721;
0,3;0,25;778;2;0,0464237452294949;24,9693481991438%;0,0982716046250125;0,00409465019270886;
0,05;0,15;393;1;0,0525341572561465;30,6202772109464%;0,138536536960879;0,00577235570670331;

;;;Time;MAE;MAPE;SSE;MSE
;;;1;0,0562320860878257;27,2676047765741%;0,16047756037376;0,00668656501557335;
;;;1;0,0541135897452951;25,5245331629028%;0,157534289310799;0,00656392872128328;
;;;1;0,0523472644202442;25,1424047034112%;0,144225295053355;0,0060093872938898;
;;;1;0,049962981092799;23,6920077511719%;0,116271500083;0,00484464583679168;
;;;1;0,0587525131101877;27,1349757033552%;0,176312725465834;0,00734636356107641;

LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,1;120;9;0,0414763441309008;29,6655136148656%;1,78012705030711;0,00445031762576777;
0,2;0,2;101;8;0,0556400003575064;41,9806226911226%;2,27177486782689;0,00567943716956722;
0,01;0,3;374;26;0,0383195212548187;25,8018109620439%;1,67747178818794;0,00419367947046984;
0,3;0,25;654;45;0,0518044242106274;38,9201349703033%;2,17203771850151;0,00543009429625377;
0,05;0,15;191;14;0,0389541408580742;26,9181525669502%;1,72176599254197;0,00430441498135493;

;;;Time;MAE;MAPE;SSE;MSE
;;;15;0,0374697395829692;24,0105198075493%;1,87082226871736;0,00467705567179339;
;;;15;0,037215745988531;23,951981028292%;1,89598211116452;0,00473995527791131;
;;;15;0,0370945852639785;23,4045965270692%;1,74546990557348;0,00436367476393371;
;;;15;0,0383424316792991;25,2997951910241%;2,00629406944581;0,00501573517361454;
;;;15;0,0372506182602097;23,6454666471485%;1,8177609297266;0,00454440232431649;

LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,1;106;8;0,0444502522826646;31,9556575568795%;2,19500685476302;0,00548751713690756;
0,2;0,2;711;50;0,0475931191779475;34,9713949272515%;2,32912305424732;0,00582280763561829;
0,01;0,3;303;21;0,0406594872922031;27,2617040663871%;2,0728156279421;0,00518203906985525;
0,3;0,25;396;28;0,050703719762824;37,5663855432192%;2,40562260839105;0,00601405652097761;
0,05;0,15;165;12;0,0413359266889609;28,4791585368967%;2,10621430835;0,00526553577087501;

;;;Time;MAE;MAPE;SSE;MSE
;;;15;0,0385270179879472;25,264736079243%;2,27488032244471;0,00568720080611178;
;;;15;0,0380113141330826;26,0567182303289%;2,40304838391775;0,00600762095979437;
;;;15;0,0388060729736822;25,1944086493599%;2,26781138406719;0,00566952846016798;
;;;15;0,0377336471563153;25,3802728731425%;2,52511964274744;0,00631279910686859;
;;;15;0,038430858605785;25,3040190178943%;2,24815673728856;0,00562039184322139;

LearnRate;Momen;Epochs;Time;MAE;MAPE;SSE;MSE
0,1;0,1;247;14;0,0256908977381455;21,3853933353603%;0,445957515536295;0,00148652505178765;
0,2;0,2;210;11;0,0260918771070515;21,0409016106893%;0,473411550074601;0,00157803850024867;
0,01;0,3;534;28;0,0314755512378663;26,0965429547608%;0,719208185502396;0,00239736061834132;
0,3;0,25;186;10;0,0277934857832388;21,4070024253391%;0,55699054119487;0,00185663513731623;
0,05;0,15;308;16;0,0258284794381071;21,9243890302667%;0,452686024995327;0,00150895341665109;

;;;Time;MAE;MAPE;SSE;MSE
;;;11;0,0247998712393448;21,364914241664%;0,409377975883199;0,001364593252944;
;;;11;0,0242968997546545;21,2729768207552%;0,398546810037868;0,00132848936679289;
;;;11;0,0291983259624827;23,6737191581374%;0,621789371035859;0,0020726312367862;
;;;11;0,025451437793968;21,9039692585535%;0,445663140502723;0,00148554380167574;
;;;11;0,0253450920239345;21,5967182692848%;0,429327831953204;0,00143109277317735;

